Age,Attrition,Business_Travel,Department,Distance_From_Home,Education,Education_Field,Employee_Number,Environment_Satisfaction,Gender,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status,Monthly_Income,Num_Companies_Worked,Over_Time,Percent_Salary_Hike,Performance_Rating,Relationship_Satisfaction,Stock_Option_Level,Total_Working_Years,Training_Times_Last_Year,Work_Life_Balance,Years_At_Company,Years_In_Current_Role,Years_Since_Last_Promotion,Years_With_Curr_Manager
36,No,Travel Frequently,Sales,3,4,Medical,481,1,Male,2,3,Sales Executive,4,Married,9699.0,4,No,11,3,1,1,16,2,3,13,9,1,12
57,No,Travel Rarely,Research & Development,1,4,Medical,482,4,Male,3,2,Healthcare Representative,3,Married,6755.0,2,No,11,3,3,0,15,2,3,3,2,1,2
40,No,Travel Rarely,Research & Development,10,4,Life Sciences,483,4,Female,4,1,Laboratory Technician,3,Married,2213.0,3,Unknown,13,3,3,1,10,3,3,7,7,1,7
21,No,Non-Travel,Sales,9,2,Medical,484,1,Male,3,1,Sales Representative,4,Single,2610.0,1,No,24,4,3,0,3,3,2,3,2,2,2
33,Yes,Travel Rarely,Sales,5,3,Marketing,485,4,Female,3,1,Sales Representative,4,Single,2851.0,1,Yes,13,3,2,0,1,2,3,1,0,0,0
37,No,Travel Rarely,Research & Development,10,3,Medical,486,3,Female,3,1,Laboratory Technician,1,Married,3452.0,6,No,20,4,2,1,17,3,3,5,4,0,3
46,No,Non-Travel,Research & Development,7,4,Life Sciences,487,3,Female,3,2,Manufacturing Director,3,Married,5258.0,2,No,14,3,3,0,7,2,4,1,0,0,0
41,Yes,Travel Frequently,Sales,4,3,Marketing,488,1,Male,3,2,Sales Executive,2,Single,9355.0,1,No,18,3,3,0,8,5,3,8,7,7,7
50,No,Travel Rarely,Research & Development,10,3,Technical Degree,491,4,Male,2,3,Healthcare Representative,4,Single,10496.0,6,No,15,3,4,0,20,2,3,4,3,1,3
40,Yes,Travel Rarely,Sales,22,2,Marketing,492,3,Male,2,2,Sales Executive,3,Married,6380.0,2,Unknown,12,3,1,2,8,6,3,6,4,1,0
31,No,Travel Rarely,Research & Development,9,4,Life Sciences,493,3,Male,2,1,Research Scientist,2,Single,2657.0,0,Yes,16,3,4,0,3,5,3,2,2,2,2
21,Yes,Travel Rarely,Sales,12,3,Life Sciences,494,3,Female,4,1,Sales Representative,2,Single,2716.0,1,No,15,3,4,0,1,0,3,1,0,0,0
29,No,Travel Rarely,Research & Development,23,3,Life Sciences,495,4,Male,3,1,Research Scientist,4,Single,2201.0,9,No,16,3,4,0,6,4,3,3,2,1,2
35,No,Travel Rarely,Research & Development,9,4,Life Sciences,496,3,Male,2,2,Healthcare Representative,2,Single,6540.0,9,No,19,3,3,0,10,5,3,1,1,0,0
27,No,Travel Rarely,Research & Development,1,2,Medical,497,4,Male,3,1,Laboratory Technician,2,Divorced,3816.0,1,No,11,3,2,1,5,2,3,5,2,0,4
28,No,Travel Rarely,Sales,9,4,Life Sciences,498,2,Male,3,2,Sales Executive,4,Single,5253.0,1,No,16,3,4,0,7,1,3,7,5,0,7
49,No,Travel Rarely,Research & Development,7,3,Other,499,2,Male,2,3,Healthcare Representative,3,Single,10965.0,8,No,24,4,3,0,26,2,3,5,2,0,0
51,No,Travel Rarely,Sales,14,2,Life Sciences,500,3,Female,3,2,Sales Executive,4,Married,4936.0,4,Unknown,11,3,3,1,18,2,2,7,7,0,3
36,No,Travel Rarely,Research & Development,2,3,Life Sciences,501,4,Female,3,1,Research Scientist,3,Married,2543.0,4,No,13,3,2,1,6,3,3,2,2,2,2
34,Yes,Non-Travel,Sales,19,3,Life Sciences,502,1,Male,4,2,Sales Executive,4,Single,5304.0,8,Yes,13,3,2,0,9,2,2,5,2,0,4
55,No,Travel Rarely,Research & Development,2,3,Life Sciences,505,3,Female,3,4,Research & Development Manager,4,Single,16659.0,2,Yes,13,3,3,0,30,2,3,5,4,1,7
24,No,Travel Rarely,Sales,10,4,Marketing,507,4,Female,3,2,Sales Executive,3,Divorced,4260.0,1,Yes,12,3,4,1,5,2,4,5,2,0,3
30,No,Travel Rarely,Sales,2,1,Technical Degree,508,3,Male,3,1,Sales Representative,2,Married,2476.0,1,No,18,3,1,1,1,3,3,1,0,0,0
26,Yes,Travel Rarely,Research & Development,3,1,Technical Degree,510,3,Male,3,1,Research Scientist,1,Single,3102.0,0,No,22,4,3,0,7,2,3,6,4,0,4
22,No,Travel Rarely,Research & Development,11,3,Medical,511,1,Female,3,1,Research Scientist,2,Married,2244.0,1,No,13,3,4,1,2,1,3,2,1,1,2
36,No,Travel Rarely,Sales,2,2,Medical,513,2,Male,2,3,Sales Executive,3,Married,7596.0,1,No,13,3,2,2,10,2,3,10,9,9,7
30,Yes,Travel Frequently,Research & Development,4,3,Technical Degree,514,3,Male,3,1,Research Scientist,4,Single,2285.0,9,Yes,23,4,3,0,3,4,3,1,0,0,0
37,No,Travel Rarely,Research & Development,14,3,Life Sciences,515,4,Female,3,1,Laboratory Technician,1,Divorced,3034.0,1,No,12,3,3,1,18,2,2,18,7,12,17
40,No,Travel Rarely,Sales,2,2,Marketing,516,4,Female,3,2,Sales Executive,2,Divorced,5715.0,7,No,12,3,3,2,8,5,3,5,4,1,3
42,No,Travel Rarely,Research & Development,1,4,Life Sciences,517,2,Female,3,1,Laboratory Technician,1,Divorced,2576.0,3,No,16,3,2,1,8,5,3,5,2,1,2
37,No,Travel Rarely,Research & Development,10,4,Life Sciences,518,3,Male,3,2,Manufacturing Director,2,Single,4197.0,2,Yes,12,3,4,0,18,2,2,1,0,0,1
43,No,Travel Rarely,Research & Development,12,3,Life Sciences,520,1,Male,2,4,Research Director,2,Divorced,14336.0,1,No,11,3,3,1,25,3,3,25,10,3,7
40,No,Travel Rarely,Research & Development,2,3,Medical,521,2,Female,2,2,Laboratory Technician,3,Married,3448.0,6,No,22,4,2,1,20,3,3,1,0,0,0
54,No,Travel Rarely,Research & Development,5,2,Medical,522,1,Male,3,5,Research Director,1,Married,19406.0,4,No,11,3,3,1,24,4,2,4,2,1,2
34,No,Non-Travel,Sales,4,4,Marketing,523,3,Female,3,2,Sales Executive,3,Married,6538.0,9,No,15,3,1,1,6,3,3,3,2,1,2
31,No,Travel Rarely,Research & Development,7,2,Medical,524,2,Female,3,2,Manufacturing Director,1,Married,4306.0,1,No,12,3,2,1,13,5,1,13,10,3,12
43,No,Travel Frequently,Research & Development,21,3,Medical,525,4,Male,3,1,Laboratory Technician,4,Married,2258.0,7,No,20,4,1,1,8,1,3,3,2,1,2
43,No,Travel Rarely,Research & Development,8,4,Other,526,3,Female,3,2,Healthcare Representative,3,Divorced,4522.0,4,Yes,14,3,4,0,8,3,3,5,2,0,2
36,No,Travel Rarely,Sales,4,2,Life Sciences,527,2,Female,2,2,Sales Executive,4,Single,4487.0,1,Yes,11,3,2,0,5,3,3,5,4,1,3
37,No,Non-Travel,Research & Development,25,5,Medical,529,2,Female,3,2,Research Scientist,3,Married,4449.0,3,Yes,15,3,1,2,15,2,3,13,11,10,7
31,No,Travel Rarely,Research & Development,1,2,Life Sciences,530,4,Male,2,1,Laboratory Technician,1,Married,2218.0,1,No,12,3,3,1,4,3,3,4,2,3,2
39,No,Travel Frequently,Research & Development,1,1,Life Sciences,531,2,Male,3,5,Research & Development Manager,3,Married,19197.0,1,Yes,14,3,3,1,21,2,3,21,8,1,6
56,No,Travel Frequently,Sales,6,3,Life Sciences,532,3,Female,4,4,Sales Executive,1,Married,13212.0,9,No,11,3,4,3,36,0,2,7,7,7,7
30,No,Travel Rarely,Sales,12,3,Technical Degree,533,2,Female,3,2,Sales Executive,3,Single,6577.0,0,No,11,3,2,0,6,6,3,5,4,4,4
41,No,Travel Rarely,Sales,1,3,Marketing,534,2,Male,4,3,Sales Executive,1,Married,8392.0,1,No,16,3,3,1,10,2,3,10,7,0,7
28,No,Travel Rarely,Research & Development,17,2,Medical,536,3,Male,3,2,Laboratory Technician,1,Divorced,4558.0,1,No,12,3,4,1,10,2,3,10,0,1,8
25,Yes,Travel Rarely,Research & Development,3,3,Medical,538,1,Male,3,1,Laboratory Technician,1,Married,4031.0,5,No,13,3,3,1,6,5,3,2,2,0,2
52,No,Travel Rarely,Research & Development,3,3,Medical,543,4,Male,2,3,Manufacturing Director,3,Married,7969.0,2,Yes,14,3,3,0,28,4,3,5,4,0,4
45,No,Travel Rarely,Research & Development,10,2,Life Sciences,544,1,Male,3,1,Research Scientist,4,Married,2654.0,3,No,21,4,4,2,8,3,2,2,2,0,2
52,No,Travel Rarely,Research & Development,4,2,Life Sciences,546,4,Female,3,4,Research & Development Manager,4,Married,16555.0,2,No,13,3,4,0,31,2,1,5,2,1,4
42,No,Travel Frequently,Research & Development,29,2,Life Sciences,547,1,Female,3,2,Research Scientist,3,Divorced,4556.0,2,No,11,3,2,1,19,3,3,5,4,0,2
30,No,Travel Rarely,Research & Development,2,3,Life Sciences,548,3,Female,1,2,Manufacturing Director,4,Single,6091.0,2,No,20,4,3,0,11,2,3,5,4,0,2
60,No,Travel Rarely,Research & Development,7,3,Life Sciences,549,1,Female,3,5,Research & Development Manager,1,Married,19566.0,5,No,11,3,4,0,33,5,1,29,8,11,10
46,No,Travel Rarely,Research & Development,18,3,Medical,550,3,Female,3,2,Manufacturing Director,3,Divorced,4810.0,2,No,14,3,3,1,19,5,2,10,7,0,8
42,No,Travel Frequently,Research & Development,28,4,Technical Degree,551,4,Female,2,2,Healthcare Representative,4,Married,4523.0,0,No,11,3,4,3,7,4,4,6,5,0,4
24,Yes,Travel Rarely,Sales,1,1,Technical Degree,554,1,Female,3,1,Sales Representative,2,Single,3202.0,1,Yes,16,3,2,0,6,4,3,5,3,1,4
34,Yes,Travel Frequently,Sales,6,2,Marketing,555,4,Female,1,1,Sales Representative,3,Divorced,2351.0,0,No,16,3,4,1,3,3,2,2,2,1,2
38,No,Travel Frequently,Research & Development,2,2,Life Sciences,556,4,Male,3,1,Laboratory Technician,4,Married,1702.0,1,Yes,23,4,3,1,1,3,3,1,0,0,0
40,No,Travel Rarely,Sales,2,4,Life Sciences,558,3,Female,3,5,Sales Manager,3,Married,18041.0,0,No,14,3,4,0,21,2,3,20,15,1,7
26,No,Travel Rarely,Research & Development,23,3,Life Sciences,560,1,Female,3,1,Research Scientist,4,Divorced,2886.0,1,No,22,4,2,2,3,3,1,3,2,0,2
30,No,Non-Travel,Research & Development,3,3,Life Sciences,562,3,Male,3,1,Laboratory Technician,4,Married,2097.0,4,No,15,3,3,1,9,3,1,5,3,1,4
29,No,Travel Rarely,Research & Development,3,4,Medical,564,2,Male,2,3,Research Director,3,Married,11935.0,1,No,18,3,3,0,10,2,3,10,2,0,7
29,Yes,Travel Rarely,Research & Development,25,5,Technical Degree,565,3,Female,2,1,Research Scientist,2,Married,2546.0,5,No,16,3,2,0,6,2,4,2,2,1,1
19,Yes,Travel Rarely,Human Resources,2,2,Technical Degree,566,1,Male,2,1,Human Resources,4,Single,2564.0,1,No,12,3,3,0,1,3,4,1,0,0,0
30,No,Non-Travel,Sales,22,4,Other,567,3,Female,3,3,Sales Executive,1,Married,8412.0,0,No,11,3,3,0,10,3,3,9,8,7,8
57,No,Travel Rarely,Sales,29,3,Marketing,568,1,Male,2,4,Sales Manager,4,Divorced,14118.0,3,No,12,3,3,1,32,3,2,1,0,0,7
50,No,Travel Rarely,Research & Development,29,4,Life Sciences,569,2,Male,2,4,Research & Development Manager,3,Married,17046.0,0,No,15,3,2,1,28,2,3,27,10,15,7
30,No,Non-Travel,Research & Development,2,3,Medical,571,3,Female,3,1,Laboratory Technician,4,Single,2564.0,0,No,14,3,3,0,12,2,2,11,7,6,7
60,No,Travel Frequently,Sales,28,3,Marketing,573,3,Female,2,3,Sales Executive,1,Married,10266.0,4,No,19,3,4,0,22,5,4,18,13,13,11
47,No,Travel Rarely,Research & Development,2,2,Medical,574,1,Female,3,2,Manufacturing Director,4,Divorced,5070.0,5,No,13,3,3,3,20,2,3,5,0,0,4
46,No,Travel Rarely,Research & Development,2,3,Life Sciences,575,1,Male,3,4,Research Director,3,Married,17861.0,6,No,13,3,3,0,26,2,1,3,2,0,1
35,No,Travel Rarely,Research & Development,22,3,Life Sciences,577,4,Male,1,1,Laboratory Technician,3,Single,4230.0,0,No,15,3,3,0,6,2,3,5,4,4,3
54,No,Travel Rarely,Research & Development,8,4,Life Sciences,578,3,Female,3,2,Laboratory Technician,3,Single,3780.0,7,No,11,3,3,0,19,3,3,1,0,0,0
34,No,Travel Rarely,Research & Development,2,4,Life Sciences,579,4,Male,2,1,Research Scientist,3,Divorced,2768.0,3,No,12,3,3,1,14,3,3,7,3,5,7
46,No,Travel Rarely,Sales,10,3,Marketing,580,3,Female,2,3,Sales Executive,4,Married,9071.0,2,Yes,19,3,3,1,15,3,3,3,2,1,2
31,No,Travel Rarely,Research & Development,9,1,Life Sciences,581,3,Male,3,3,Manufacturing Director,2,Divorced,10648.0,1,No,25,4,4,1,13,6,4,13,8,0,8
33,Yes,Travel Rarely,Research & Development,15,1,Medical,582,2,Male,3,3,Research & Development Manager,3,Married,13610.0,7,Yes,12,3,4,0,15,2,4,7,6,7,7
33,Yes,Travel Rarely,Research & Development,10,1,Medical,584,1,Male,1,1,Laboratory Technician,4,Divorced,3408.0,7,No,13,3,1,3,8,2,3,4,3,1,3
30,No,Travel Rarely,Sales,7,1,Marketing,585,4,Male,3,1,Sales Representative,2,Single,2983.0,0,No,14,3,1,0,4,3,3,3,2,1,2
35,No,Travel Rarely,Research & Development,16,3,Life Sciences,586,4,Male,3,3,Healthcare Representative,3,Married,7632.0,4,Yes,12,3,3,0,10,2,3,8,7,0,0
31,Yes,Travel Frequently,Research & Development,20,3,Life Sciences,587,1,Male,3,3,Healthcare Representative,3,Married,9824.0,3,Unknown,12,3,1,0,12,2,3,1,0,0,0
34,Yes,Travel Frequently,Human Resources,23,3,Human Resources,590,2,Female,3,3,Human Resources,1,Divorced,9950.0,9,Yes,15,3,3,3,11,2,3,3,2,0,2
42,No,Travel Rarely,Research & Development,5,2,Other,591,2,Male,3,1,Laboratory Technician,3,Married,2093.0,4,No,17,3,4,1,8,4,3,2,2,2,0
36,No,Non-Travel,Sales,10,4,Medical,592,2,Male,3,3,Sales Executive,4,Single,9980.0,1,No,14,3,4,0,10,3,2,10,3,9,7
22,Yes,Travel Frequently,Research & Development,4,1,Technical Degree,593,3,Male,2,1,Laboratory Technician,3,Single,3894.0,5,No,16,3,3,0,4,3,3,2,2,1,2
48,No,Travel Rarely,Sales,2,5,Marketing,595,2,Female,3,2,Sales Executive,4,Married,4051.0,2,No,14,3,1,1,14,2,3,9,7,6,7
55,No,Travel Rarely,Sales,18,5,Life Sciences,597,1,Female,3,4,Sales Manager,2,Single,16835.0,3,No,23,4,4,0,37,2,3,10,9,7,7
41,No,Travel Rarely,Sales,10,2,Marketing,599,4,Male,3,2,Sales Executive,4,Married,6230.0,7,No,14,3,4,0,16,3,3,14,3,1,10
35,No,Travel Rarely,Sales,1,3,Marketing,600,2,Male,3,2,Sales Executive,3,Married,4717.0,9,No,11,3,3,0,15,2,3,11,9,6,9
40,No,Travel Rarely,Research & Development,6,3,Life Sciences,601,2,Female,3,4,Manufacturing Director,3,Single,13237.0,7,No,15,3,3,0,22,3,3,20,6,5,13
39,No,Travel Frequently,Research & Development,8,1,Life Sciences,602,3,Female,3,1,Laboratory Technician,3,Married,3755.0,1,No,11,3,1,1,8,2,3,8,3,0,7
31,No,Travel Rarely,Sales,2,1,Life Sciences,604,2,Male,3,2,Sales Executive,4,Single,6582.0,4,Yes,13,3,3,0,10,2,4,6,5,0,3
42,No,Travel Rarely,Research & Development,24,3,Medical,605,4,Male,3,3,Manufacturing Director,1,Married,7406.0,1,Yes,21,4,4,1,10,5,2,10,9,5,8
45,No,Travel Rarely,Sales,2,3,Other,606,4,Male,3,2,Sales Executive,2,Married,4805.0,0,No,19,3,2,1,9,3,4,8,7,3,7
26,Yes,Travel Frequently,Human Resources,17,4,Life Sciences,608,2,Female,3,1,Human Resources,3,Divorced,2741.0,0,Yes,11,3,2,1,8,2,2,7,7,1,0
29,No,Travel Rarely,Research & Development,19,3,Life Sciences,611,4,Male,3,2,Manufacturing Director,4,Divorced,4262.0,4,No,12,3,2,2,8,2,4,3,2,1,3
33,No,Travel Rarely,Research & Development,1,5,Medical,612,1,Female,4,4,Research Director,3,Divorced,16184.0,4,No,19,3,3,1,10,2,3,6,1,0,5
31,No,Travel Rarely,Sales,7,3,Life Sciences,613,3,Male,2,3,Sales Manager,4,Divorced,11557.0,9,No,21,4,3,1,10,3,2,5,4,0,1
18,Yes,Travel Frequently,Sales,5,3,Marketing,614,2,Male,3,1,Sales Representative,2,Single,1878.0,1,Yes,14,3,4,0,0,3,3,0,0,0,0
40,No,Non-Travel,Sales,28,3,Other,615,3,Male,1,3,Sales Executive,1,Divorced,10932.0,3,No,15,3,3,1,20,2,3,1,0,0,1
41,No,Non-Travel,Research & Development,2,4,Other,616,1,Female,2,2,Healthcare Representative,4,Married,6811.0,2,Yes,17,3,1,0,10,3,3,8,7,0,3
26,No,Travel Rarely,Sales,29,2,Medical,618,1,Male,3,2,Sales Executive,3,Divorced,4306.0,5,No,12,3,1,2,8,5,3,0,0,0,0
35,No,Travel Rarely,Sales,1,3,Medical,620,1,Female,3,2,Sales Executive,3,Single,4859.0,1,No,16,3,4,0,5,3,3,5,4,0,3
34,No,Travel Rarely,Sales,21,4,Life Sciences,621,4,Male,4,2,Sales Executive,4,Single,5337.0,1,No,12,3,4,0,10,3,3,10,7,5,7
26,Yes,Travel Rarely,Research & Development,24,3,Technical Degree,622,3,Male,1,1,Laboratory Technician,4,Single,2340.0,1,Yes,18,3,2,0,1,3,1,1,0,0,0
37,No,Travel Rarely,Research & Development,1,3,Technical Degree,623,2,Female,3,3,Manufacturing Director,4,Single,7491.0,4,No,17,3,4,0,12,3,4,6,5,1,2
46,No,Travel Frequently,Research & Development,18,1,Medical,624,1,Female,3,3,Healthcare Representative,3,Married,10527.0,5,No,11,3,4,0,28,3,2,2,2,1,2
41,No,Travel Rarely,Sales,2,5,Life Sciences,625,2,Female,3,4,Sales Manager,1,Married,16595.0,7,No,16,3,2,1,22,2,3,18,16,11,8
37,No,Non-Travel,Sales,9,4,Medical,626,1,Male,3,3,Sales Executive,2,Divorced,8834.0,1,No,13,3,4,1,9,6,3,9,5,7,7
52,No,Travel Rarely,Research & Development,6,2,Technical Degree,630,4,Male,3,2,Research Scientist,1,Divorced,5577.0,3,Yes,12,3,2,2,18,3,3,10,9,6,9
32,Yes,Non-Travel,Sales,11,4,Life Sciences,631,4,Male,4,2,Sales Executive,3,Married,4707.0,8,No,12,3,4,0,6,2,3,4,2,1,2
24,No,Travel Frequently,Sales,24,3,Medical,632,4,Male,3,1,Sales Representative,4,Married,2400.0,0,No,13,3,3,2,3,3,3,2,2,2,1
38,No,Travel Rarely,Research & Development,10,3,Medical,634,3,Female,3,2,Healthcare Representative,3,Married,9824.0,3,No,19,3,3,1,18,4,3,1,0,0,0
37,No,Travel Rarely,Research & Development,1,4,Life Sciences,635,2,Female,3,2,Manufacturing Director,2,Married,6447.0,6,No,12,3,2,1,8,2,2,6,5,4,3
49,No,Travel Rarely,Research & Development,18,4,Life Sciences,638,4,Male,2,5,Research Director,3,Divorced,19502.0,1,Yes,17,3,3,1,31,5,3,31,9,0,9
24,No,Travel Rarely,Research & Development,23,3,Medical,639,2,Male,4,1,Research Scientist,4,Married,2725.0,1,Yes,11,3,2,2,6,3,3,6,5,1,4
26,No,Travel Rarely,Sales,28,2,Marketing,641,1,Male,3,2,Sales Executive,2,Married,6272.0,1,No,20,4,4,2,6,5,4,5,3,1,4
31,No,Travel Rarely,Research & Development,17,2,Other,643,4,Male,2,1,Laboratory Technician,2,Married,2127.0,1,No,21,4,4,1,1,2,3,1,0,0,0
50,No,Travel Frequently,Human Resources,3,3,Medical,644,1,Male,3,5,Human Resources Manager,2,Married,18200.0,1,No,11,3,3,1,32,2,3,32,5,10,7
25,No,Travel Rarely,Sales,13,1,Medical,645,2,Male,3,1,Sales Representative,3,Married,2096.0,1,No,11,3,3,0,7,1,3,7,4,0,6
24,Yes,Travel Frequently,Research & Development,7,3,Life Sciences,647,1,Female,3,1,Laboratory Technician,3,Married,2886.0,1,Yes,16,3,4,1,6,4,3,6,3,1,2
30,Yes,Travel Frequently,Sales,12,4,Life Sciences,648,2,Male,2,1,Sales Representative,1,Married,2033.0,1,No,18,3,3,1,1,2,4,1,0,0,0
34,No,Travel Rarely,Research & Development,1,2,Life Sciences,649,2,Male,2,1,Research Scientist,4,Married,3622.0,1,Yes,13,3,4,1,6,3,3,6,5,1,3
31,Yes,Travel Rarely,Sales,13,4,Medical,650,2,Male,3,2,Sales Executive,1,Divorced,4233.0,2,No,17,3,3,0,9,2,1,3,1,1,2
35,No,Travel Rarely,Research & Development,25,2,Other,652,1,Male,2,2,Laboratory Technician,4,Single,3681.0,4,No,14,3,4,0,9,3,3,3,2,0,2
31,No,Travel Rarely,Sales,6,4,Medical,653,1,Male,4,2,Sales Executive,4,Divorced,5460.0,4,No,22,4,4,2,13,4,4,7,7,5,7
27,No,Travel Rarely,Research & Development,6,4,Medical,655,1,Female,2,1,Research Scientist,3,Divorced,2187.0,0,No,12,3,3,2,6,5,2,5,3,0,2
37,No,Travel Rarely,Sales,2,3,Marketing,656,4,Male,3,2,Sales Executive,3,Married,9602.0,4,Yes,11,3,3,1,17,3,2,3,0,1,0
20,No,Travel Rarely,Research & Development,1,3,Life Sciences,657,4,Female,2,1,Research Scientist,2,Single,2836.0,1,No,13,3,4,0,1,0,4,1,0,0,0
42,No,Travel Rarely,Research & Development,2,4,Life Sciences,659,3,Female,3,2,Healthcare Representative,4,Married,4089.0,1,No,13,3,2,2,10,4,3,10,2,2,2
43,No,Travel Rarely,Research & Development,6,4,Life Sciences,661,2,Male,2,4,Research Director,4,Divorced,16627.0,4,Yes,14,3,3,1,21,2,2,1,0,0,0
38,No,Travel Rarely,Research & Development,1,1,Life Sciences,662,3,Female,3,1,Research Scientist,1,Married,2619.0,3,No,17,3,4,0,8,3,2,0,0,0,0
43,No,Travel Frequently,Research & Development,9,5,Medical,663,4,Male,3,2,Laboratory Technician,3,Divorced,5679.0,3,Yes,13,3,2,1,10,3,3,8,7,4,7
48,No,Travel Rarely,Research & Development,1,4,Life Sciences,664,4,Female,2,4,Research & Development Manager,1,Married,15402.0,7,No,11,3,1,1,21,3,1,3,2,0,2
44,No,Travel Rarely,Human Resources,1,4,Life Sciences,665,1,Female,2,2,Human Resources,3,Single,5985.0,4,No,11,3,2,0,10,1,4,2,2,0,2
34,No,Travel Rarely,Sales,14,3,Technical Degree,666,3,Female,3,1,Sales Representative,3,Divorced,2579.0,1,Yes,18,3,4,2,8,3,3,8,2,0,6
27,Yes,Travel Rarely,Sales,2,1,Marketing,667,3,Male,3,1,Sales Representative,1,Divorced,3041.0,0,No,11,3,2,1,5,3,3,4,3,0,2
21,No,Travel Rarely,Sales,22,1,Technical Degree,669,3,Male,3,1,Sales Representative,3,Single,3447.0,1,No,11,3,3,0,3,2,3,3,2,1,2
44,No,Travel Rarely,Research & Development,3,4,Other,671,4,Male,3,5,Research & Development Manager,4,Married,19513.0,4,Yes,12,3,1,1,26,2,4,2,2,0,1
22,No,Travel Rarely,Research & Development,6,1,Medical,675,1,Male,3,1,Research Scientist,3,Married,2773.0,0,No,20,4,4,0,3,3,3,2,2,2,2
33,No,Travel Rarely,Sales,8,4,Marketing,677,3,Male,3,2,Sales Executive,3,Married,7104.0,0,No,12,3,4,0,6,3,3,5,0,1,2
32,No,Travel Rarely,Research & Development,9,4,Life Sciences,679,1,Female,3,2,Research Scientist,4,Married,6322.0,1,Yes,12,3,4,1,6,2,2,6,4,0,5
30,No,Travel Frequently,Research & Development,3,3,Medical,680,3,Female,3,1,Research Scientist,3,Divorced,2083.0,1,No,20,4,3,1,1,2,3,1,0,0,0
53,No,Travel Rarely,Sales,1,1,Medical,682,4,Female,3,2,Sales Executive,1,Single,8381.0,7,No,20,4,4,0,18,2,4,14,7,8,10
34,No,Travel Rarely,Research & Development,1,5,Life Sciences,683,2,Male,3,1,Research Scientist,4,Married,2691.0,1,No,12,3,4,1,10,2,2,10,9,8,8
45,Yes,Travel Frequently,Sales,26,4,Life Sciences,684,1,Female,3,2,Sales Executive,1,Married,4286.0,2,No,14,3,4,2,5,4,3,1,1,0,0
26,No,Travel Rarely,Research & Development,6,3,Life Sciences,686,3,Female,3,1,Laboratory Technician,4,Married,2659.0,1,Yes,13,3,3,1,3,2,3,3,2,0,2
37,No,Travel Rarely,Research & Development,3,3,Other,689,3,Male,3,3,Manufacturing Director,3,Married,9434.0,1,No,15,3,3,1,10,2,3,10,7,7,8
29,No,Travel Rarely,Sales,3,2,Medical,690,2,Female,3,2,Sales Executive,3,Married,5561.0,1,No,14,3,1,1,6,5,2,6,0,1,2
35,No,Travel Rarely,Research & Development,6,4,Life Sciences,691,2,Male,1,2,Research Scientist,4,Single,6646.0,1,No,13,3,2,0,17,3,3,17,11,11,8
33,No,Travel Frequently,Research & Development,6,3,Life Sciences,692,3,Male,3,2,Healthcare Representative,4,Divorced,7725.0,3,No,23,4,3,1,15,2,1,13,11,4,7
38,No,Travel Rarely,Human Resources,19,4,Medical,698,3,Male,3,3,Human Resources,2,Married,10725.0,2,No,15,3,3,1,16,1,4,9,7,7,1
36,No,Travel Rarely,Research & Development,9,2,Medical,699,2,Male,2,2,Manufacturing Director,2,Divorced,8847.0,2,Yes,11,3,3,1,13,2,3,3,2,0,2
27,No,Travel Rarely,Research & Development,3,4,Medical,700,1,Male,2,1,Research Scientist,4,Single,2045.0,0,No,13,3,4,0,5,0,3,4,2,1,1
20,Yes,Travel Rarely,Research & Development,10,1,Medical,701,4,Male,3,1,Research Scientist,3,Single,1009.0,1,Yes,11,3,4,0,1,5,3,1,0,1,1
33,Yes,Travel Frequently,Research & Development,3,3,Life Sciences,702,1,Male,3,1,Research Scientist,1,Single,3348.0,1,Yes,11,3,1,0,10,3,3,10,8,9,7
35,No,Non-Travel,Research & Development,3,3,Life Sciences,704,3,Male,2,1,Laboratory Technician,3,Married,1281.0,1,No,18,3,3,2,1,3,3,1,0,0,0
23,No,Travel Rarely,Research & Development,4,3,Medical,705,1,Male,4,1,Research Scientist,1,Married,2819.0,2,No,16,3,1,1,5,3,4,3,2,0,2
25,No,Travel Rarely,Sales,8,3,Life Sciences,707,4,Male,4,2,Sales Executive,2,Married,4851.0,0,No,22,4,3,1,4,4,3,3,2,1,2
38,No,Travel Rarely,Sales,7,4,Marketing,709,4,Female,2,2,Sales Executive,4,Single,4028.0,0,No,20,4,1,0,8,2,3,7,7,0,5
29,No,Travel Frequently,Research & Development,1,4,Life Sciences,710,2,Male,1,1,Research Scientist,4,Divorced,2720.0,1,No,18,3,4,1,10,5,3,10,7,2,8
48,No,Travel Rarely,Sales,2,1,Marketing,712,2,Male,4,2,Sales Executive,2,Married,8120.0,3,No,12,3,4,0,12,3,3,2,2,2,2
27,No,Travel Frequently,Sales,3,1,Medical,714,4,Female,4,2,Sales Executive,4,Divorced,4647.0,1,Yes,20,4,2,2,6,3,3,6,5,0,4
37,No,Travel Rarely,Research & Development,10,2,Life Sciences,715,4,Male,4,1,Research Scientist,4,Single,4680.0,3,No,17,3,1,0,4,2,3,1,0,0,0
50,No,Travel Rarely,Research & Development,28,1,Medical,716,4,Male,4,1,Laboratory Technician,3,Married,3221.0,1,Yes,11,3,3,3,20,3,3,20,8,3,2
34,No,Travel Rarely,Research & Development,9,3,Medical,717,4,Female,2,3,Healthcare Representative,2,Single,8621.0,1,No,14,3,2,0,9,3,4,8,7,7,7
